ID,Action,Activity Type,Timestamp,Career,Plan,Curricular Unit,Course Edition,Course Year,Grade,Credits,Unified Curricular Unit,Unified Curricular Unit Name
64285,Evaluation,Exam,Tue Nov 26 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1023,2,2019,7.0,9,1023,Matematica Discreta 1
64285,Evaluation,Exam,Tue Dec 10 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1031,2,2019,3.0,9,1031,Geometria y Algebra Lineal 2
64285,Evaluation,Exam,Thu Dec 19 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1062,2,2019,2.0,13,1062,Calculo Divv
64285,Evaluation,Exam,Fri Feb 28 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1062,1,2020,7.0,13,1062,Calculo Divv
64285,Evaluation,Course,Fri Jul 10 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1025,1,2020,3.0,10,1075,Probabilidad y Estadistica
64285,Evaluation,Exam,Mon Jul 20 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1027,1,2020,7.0,12,1027,Logica
64285,Evaluation,Exam,Mon Jul 20 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1027,1,2020,7.0,12,1027,Logica
64285,Evaluation,Exam,Wed Jul 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1321,1,2020,9.0,12,1321,Prog 2
64285,Evaluation,Exam,Wed Jul 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1321,1,2020,9.0,12,1321,Prog 2
64285,Evaluation,Course,Wed Jul 29 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1026,1,2020,5.0,9,1026,Matematica Discreta 2
64285,Evaluation,Exam,Wed Aug 05 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1026,2,2020,1.0,9,1026,Matematica Discreta 2
64285,Evaluation,Course,Fri Dec 11 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1443,2,2020,,12,1443,Arquitectura de computadoras
64285,Evaluation,Course,Tue Dec 15 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1033,2,2020,,8,1033,Metodos Numericos
64285,Evaluation,Exam,Wed Dec 16 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1323,2,2020,7.0,15,1323,Prog 3
64285,Evaluation,Exam,Wed Dec 16 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1323,2,2020,7.0,15,1323,Prog 3
64285,Evaluation,Exam,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1026,2,2020,10.0,9,1026,Matematica Discreta 2
64285,Evaluation,Exam,Tue Feb 09 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1033,1,2021,8.0,8,1033,Metodos Numericos
64285,Evaluation,Exam,Mon Feb 22 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1443,1,2021,0.0,12,1443,Arquitectura de computadoras
64289,Evaluation,Course,Sat Jun 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,1.0,9,1030,Geometria y Algebra Lineal 1
64289,Evaluation,Course,Sat Jun 29 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,1.0,13,1061,Calculo Div
64289,Evaluation,Course,Sat Jul 06 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1151,1,2019,1.0,10,1151,Fisica 1
64292,Evaluation,Course,Sat Jul 07 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1151,1,2018,1.0,10,1151,Fisica 1
64292,Evaluation,Course,Fri Dec 07 00:00:00 UTC 2018,INGENIERIA EN COMPUTACION,1997,1061,2,2018,0.0,13,1061,Calculo Div
64292,Evaluation,Course,Sat Jun 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,2.0,9,1030,Geometria y Algebra Lineal 1
64292,Evaluation,Exam,Thu Jul 11 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,2.0,9,1030,Geometria y Algebra Lineal 1
64292,Evaluation,Course,Thu Nov 28 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,2,2019,4.0,13,1061,Calculo Div
64292,Evaluation,Course,Mon Dec 02 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,2,2019,4.0,9,1030,Geometria y Algebra Lineal 1
64292,Evaluation,Exam,Tue Dec 10 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,2,2019,2.0,9,1030,Geometria y Algebra Lineal 1
64292,Evaluation,Exam,Sat Feb 08 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,1,2020,2.0,9,1030,Geometria y Algebra Lineal 1
64292,Evaluation,Exam,Fri Aug 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,2,2020,2.0,13,1061,Calculo Div
64292,Evaluation,Exam,Mon Aug 17 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,2,2020,2.0,9,1030,Geometria y Algebra Lineal 1
64292,Evaluation,Exam,Mon Nov 30 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,2,2020,10.0,9,1030,Geometria y Algebra Lineal 1
64292,Evaluation,Exam,Mon Dec 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,2,2020,8.0,13,1061,Calculo Div
64292,Evaluation,Exam,Mon Dec 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,2,2020,8.0,13,1061,Calculo Div
64294,Evaluation,Exam,Sat Jun 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,7.0,9,1030,Geometria y Algebra Lineal 1
64294,Evaluation,Exam,Sat Jun 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,7.0,9,1030,Geometria y Algebra Lineal 1
64294,Evaluation,Exam,Sat Jun 29 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,6.0,13,1061,Calculo Div
64294,Evaluation,Exam,Sat Jun 29 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,6.0,13,1061,Calculo Div
64294,Evaluation,Course,Sat Jul 06 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1151,1,2019,3.0,10,1151,Fisica 1
64294,Evaluation,Exam,Sat Jul 27 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1151,1,2019,2.0,10,1151,Fisica 1
64294,Evaluation,Exam,Sat Nov 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1031,2,2019,6.0,9,1031,Geometria y Algebra Lineal 2
64294,Evaluation,Exam,Sat Nov 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1031,2,2019,6.0,9,1031,Geometria y Algebra Lineal 2
64294,Evaluation,Exam,Wed Nov 20 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1322,2,2019,6.0,10,1373,Prog 1
64294,Evaluation,Exam,Wed Nov 20 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1322,2,2019,6.0,10,1373,Prog 1
64294,Evaluation,Exam,Fri Nov 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1062,2,2019,6.0,13,1062,Calculo Divv
64294,Evaluation,Exam,Fri Nov 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1062,2,2019,6.0,13,1062,Calculo Divv
64294,Evaluation,Exam,Mon Feb 17 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,1,2020,3.0,10,1151,Fisica 1
64294,Evaluation,Course,Fri Jul 10 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1025,1,2020,5.0,10,1075,Probabilidad y Estadistica
64294,Evaluation,Exam,Wed Jul 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1321,1,2020,8.0,12,1321,Prog 2
64294,Evaluation,Exam,Wed Jul 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1321,1,2020,8.0,12,1321,Prog 2
64294,Evaluation,Exam,Mon Aug 03 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1025,2,2020,6.0,10,1075,Probabilidad y Estadistica
64294,Evaluation,Course,Tue Aug 04 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1023,2,2020,5.0,9,1023,Matematica Discreta 1
64294,Evaluation,Course,Tue Dec 01 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1224,2,2020,,7,1221,Economia
64294,Evaluation,Course,Tue Dec 15 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1033,2,2020,,8,1033,Metodos Numericos
64294,Evaluation,Exam,Mon Dec 21 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1033,2,2020,8.0,8,1033,Metodos Numericos
64294,Evaluation,Exam,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1026,2,2020,8.0,9,1026,Matematica Discreta 2
64294,Evaluation,Exam,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1026,2,2020,8.0,9,1026,Matematica Discreta 2
64294,Evaluation,Exam,Mon Feb 01 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1023,1,2021,2.0,9,1023,Matematica Discreta 1
64294,Evaluation,Exam,Thu Feb 25 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1224,1,2021,8.0,7,1221,Economia
64294,Evaluation,Exam,Fri Feb 26 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1023,1,2021,2.0,9,1023,Matematica Discreta 1
64295,Evaluation,Exam,Thu Jul 16 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,1,2020,10.0,13,1061,Calculo Div
64295,Evaluation,Exam,Mon Jul 27 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,1,2020,10.0,9,1030,Geometria y Algebra Lineal 1
64295,Evaluation,Exam,Wed Aug 05 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,9.0,10,1151,Fisica 1
64295,Evaluation,Exam,Wed Aug 05 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,9.0,10,1151,Fisica 1
64295,Evaluation,Exam,Mon Dec 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1031,2,2020,12.0,9,1031,Geometria y Algebra Lineal 2
64295,Evaluation,Exam,Wed Dec 09 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1023,2,2020,8.0,9,1023,Matematica Discreta 1
64295,Evaluation,Exam,Wed Dec 09 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1023,2,2020,8.0,9,1023,Matematica Discreta 1
64295,Evaluation,Exam,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1062,2,2020,12.0,13,1062,Calculo Divv
64295,Evaluation,Exam,Thu Dec 24 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1322,2,2020,10.0,10,1373,Prog 1
64297,Evaluation,Course,Sat Jun 29 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,0.0,13,1061,Calculo Div
64298,Evaluation,Course,Thu Jul 16 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,1,2020,1.0,13,1061,Calculo Div
64298,Evaluation,Course,Mon Jul 27 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,1,2020,1.0,9,1030,Geometria y Algebra Lineal 1
64298,Evaluation,Course,Wed Aug 05 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,0.0,10,1151,Fisica 1
64300,Evaluation,Course,Thu Dec 24 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1322,2,2020,1.0,10,1373,Prog 1
64301,Evaluation,Course,Sat Jun 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,3.0,9,1030,Geometria y Algebra Lineal 1
64301,Evaluation,Course,Sat Jun 29 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,2.0,13,1061,Calculo Div
64301,Evaluation,Course,Sat Jul 06 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1151,1,2019,2.0,10,1151,Fisica 1
64301,Evaluation,Exam,Wed Jul 17 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,0.0,13,1061,Calculo Div
64301,Evaluation,Exam,Sat Nov 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1031,2,2019,6.0,9,1031,Geometria y Algebra Lineal 2
64301,Evaluation,Exam,Sat Nov 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1031,2,2019,6.0,9,1031,Geometria y Algebra Lineal 2
64301,Evaluation,Course,Wed Nov 20 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1322,2,2019,4.0,10,1373,Prog 1
64301,Evaluation,Course,Tue Nov 26 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1023,2,2019,5.0,9,1023,Matematica Discreta 1
64301,Evaluation,Course,Thu Nov 28 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,2,2019,3.0,13,1061,Calculo Div
64301,Evaluation,Exam,Tue Dec 10 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,2,2019,2.0,9,1030,Geometria y Algebra Lineal 1
64301,Evaluation,Exam,Mon Dec 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1322,2,2019,0.0,10,1373,Prog 1
64301,Evaluation,Exam,Sat Feb 08 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,1,2020,2.0,9,1030,Geometria y Algebra Lineal 1
64301,Evaluation,Exam,Tue Feb 11 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1322,1,2020,0.0,10,1373,Prog 1
64301,Evaluation,Exam,Sat Feb 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,1,2020,2.0,13,1061,Calculo Div
64301,Evaluation,Exam,Tue Jul 21 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1322,1,2020,8.0,10,1373,Prog 1
64301,Evaluation,Exam,Tue Jul 21 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1322,1,2020,8.0,10,1373,Prog 1
64301,Evaluation,Course,Mon Jul 27 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,1,2020,2.0,9,1030,Geometria y Algebra Lineal 1
64301,Evaluation,Exam,Fri Aug 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,2,2020,3.0,13,1061,Calculo Div
64301,Evaluation,Exam,Wed Aug 12 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1023,2,2020,0.0,9,1023,Matematica Discreta 1
64301,Evaluation,Course,Thu Aug 13 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1062,2,2020,4.0,13,1062,Calculo Divv
64301,Evaluation,Exam,Mon Aug 17 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,2,2020,4.0,9,1030,Geometria y Algebra Lineal 1
64301,Evaluation,Exam,Thu Aug 20 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1062,2,2020,1.0,13,1062,Calculo Divv
64301,Evaluation,Course,Tue Dec 01 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1224,2,2020,,7,1221,Economia
64301,Evaluation,Course,Wed Dec 09 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1025,2,2020,3.0,10,1075,Probabilidad y Estadistica
64301,Evaluation,Exam,Mon Dec 21 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1224,2,2020,11.0,7,1221,Economia
64301,Evaluation,Exam,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1025,2,2020,2.0,10,1075,Probabilidad y Estadistica
64301,Evaluation,Exam,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1026,2,2020,7.0,9,1026,Matematica Discreta 2
64301,Evaluation,Exam,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1026,2,2020,7.0,9,1026,Matematica Discreta 2
64301,Evaluation,Exam,Wed Dec 30 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1062,2,2020,0.0,13,1062,Calculo Divv
64301,Evaluation,Exam,Mon Feb 01 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1023,1,2021,1.0,9,1023,Matematica Discreta 1
64301,Evaluation,Exam,Wed Feb 24 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1062,1,2021,10.0,13,1062,Calculo Divv
64302,Evaluation,Exam,Thu Jul 16 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,1,2020,11.0,13,1061,Calculo Div
64302,Evaluation,Exam,Mon Jul 27 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,1,2020,8.0,9,1030,Geometria y Algebra Lineal 1
64302,Evaluation,Exam,Mon Jul 27 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,1,2020,8.0,9,1030,Geometria y Algebra Lineal 1
64302,Evaluation,Exam,Wed Aug 05 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,9.0,10,1151,Fisica 1
64302,Evaluation,Exam,Wed Aug 05 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,9.0,10,1151,Fisica 1
64302,Evaluation,Exam,Mon Dec 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1031,2,2020,9.0,9,1031,Geometria y Algebra Lineal 2
64302,Evaluation,Exam,Mon Dec 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1031,2,2020,9.0,9,1031,Geometria y Algebra Lineal 2
64302,Evaluation,Exam,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1062,2,2020,11.0,13,1062,Calculo Divv
64307,Evaluation,Exam,Thu Jul 16 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,1,2020,11.0,13,1061,Calculo Div
64307,Evaluation,Exam,Mon Jul 27 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,1,2020,12.0,9,1030,Geometria y Algebra Lineal 1
64307,Evaluation,Course,Wed Aug 05 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,5.0,10,1151,Fisica 1
64307,Evaluation,Exam,Fri Aug 21 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,11.0,10,1151,Fisica 1
64307,Evaluation,Exam,Mon Dec 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1031,2,2020,10.0,9,1031,Geometria y Algebra Lineal 2
64307,Evaluation,Course,Wed Dec 09 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1023,2,2020,0.0,9,1023,Matematica Discreta 1
64307,Evaluation,Course,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1062,2,2020,3.0,13,1062,Calculo Divv
64307,Evaluation,Course,Thu Dec 24 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1322,2,2020,3.0,10,1373,Prog 1
64307,Evaluation,Exam,Fri Feb 26 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1023,1,2021,0.0,9,1023,Matematica Discreta 1
64309,Evaluation,Course,Thu Jul 16 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,1,2020,0.0,13,1061,Calculo Div
64309,Evaluation,Course,Mon Jul 27 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,1,2020,0.0,9,1030,Geometria y Algebra Lineal 1
64309,Evaluation,Course,Wed Aug 05 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,0.0,10,1151,Fisica 1
64313,Evaluation,Course,Thu Dec 24 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1322,2,2020,0.0,10,1373,Prog 1
64314,Evaluation,Course,Thu Jul 16 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,1,2020,5.0,13,1061,Calculo Div
64314,Evaluation,Course,Mon Jul 27 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,1,2020,3.0,9,1030,Geometria y Algebra Lineal 1
64314,Evaluation,Course,Wed Aug 05 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,5.0,10,1151,Fisica 1
64314,Evaluation,Exam,Fri Aug 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,2,2020,5.0,13,1061,Calculo Div
64314,Evaluation,Exam,Mon Aug 17 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,2,2020,1.0,9,1030,Geometria y Algebra Lineal 1
64314,Evaluation,Exam,Fri Aug 21 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,0.0,10,1151,Fisica 1
64314,Evaluation,Course,Mon Dec 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1031,2,2020,1.0,9,1031,Geometria y Algebra Lineal 2
64314,Evaluation,Course,Wed Dec 09 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1023,2,2020,0.0,9,1023,Matematica Discreta 1
64314,Evaluation,Course,Wed Dec 23 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1062,2,2020,3.0,13,1062,Calculo Divv
64314,Evaluation,Course,Thu Dec 24 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1322,2,2020,1.0,10,1373,Prog 1
64314,Evaluation,Exam,Wed Dec 30 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1062,2,2020,0.0,13,1062,Calculo Divv
64314,Evaluation,Exam,Wed Feb 24 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1062,1,2021,3.0,13,1062,Calculo Divv
64314,Evaluation,Exam,Sat Feb 27 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1030,1,2021,9.0,9,1030,Geometria y Algebra Lineal 1
64316,Evaluation,Course,Mon Nov 30 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,2,2020,0.0,9,1030,Geometria y Algebra Lineal 1
64316,Evaluation,Course,Mon Dec 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,2,2020,0.0,13,1061,Calculo Div
64316,Evaluation,Course,Thu Dec 24 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1322,2,2020,1.0,10,1373,Prog 1
64319,Evaluation,Exam,Sat Jun 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,7.0,9,1030,Geometria y Algebra Lineal 1
64319,Evaluation,Exam,Sat Jun 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1030,1,2019,7.0,9,1030,Geometria y Algebra Lineal 1
64319,Evaluation,Course,Sat Jun 29 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,2.0,13,1061,Calculo Div
64319,Evaluation,Course,Sat Jul 06 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1151,1,2019,1.0,10,1151,Fisica 1
64319,Evaluation,Exam,Wed Jul 17 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1061,1,2019,7.0,13,1061,Calculo Div
64319,Evaluation,Exam,Sat Nov 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1031,2,2019,9.0,9,1031,Geometria y Algebra Lineal 2
64319,Evaluation,Exam,Sat Nov 16 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1031,2,2019,9.0,9,1031,Geometria y Algebra Lineal 2
64319,Evaluation,Exam,Wed Nov 20 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1322,2,2019,9.0,10,1373,Prog 1
64319,Evaluation,Exam,Wed Nov 20 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1322,2,2019,9.0,10,1373,Prog 1
64319,Evaluation,Exam,Fri Nov 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1062,2,2019,6.0,13,1062,Calculo Divv
64319,Evaluation,Exam,Fri Nov 22 00:00:00 UTC 2019,INGENIERIA EN COMPUTACION,1997,1062,2,2019,6.0,13,1062,Calculo Divv
64319,Evaluation,Exam,Thu Feb 27 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1224,1,2020,8.0,7,1221,Economia
64319,Evaluation,Course,Fri Jul 10 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1025,1,2020,5.0,10,1075,Probabilidad y Estadistica
64319,Evaluation,Exam,Wed Jul 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1321,1,2020,11.0,12,1321,Prog 2
64319,Evaluation,Course,Tue Aug 04 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1023,2,2020,3.0,9,1023,Matematica Discreta 1
64319,Evaluation,Exam,Wed Aug 12 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1023,2,2020,0.0,9,1023,Matematica Discreta 1
64319,Evaluation,Course,Wed Dec 09 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1023,2,2020,5.0,9,1023,Matematica Discreta 1
64319,Evaluation,Course,Wed Dec 09 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1025,2,2020,2.0,10,1075,Probabilidad y Estadistica
64319,Evaluation,Course,Tue Dec 15 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1033,2,2020,,8,1033,Metodos Numericos
64319,Evaluation,Course,Tue Dec 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,0.0,10,1151,Fisica 1
64319,Evaluation,Exam,Mon Feb 01 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1023,1,2021,2.0,9,1023,Matematica Discreta 1
64319,Evaluation,Exam,Fri Feb 26 00:00:00 UTC 2021,INGENIERIA EN COMPUTACION,1997,1023,1,2021,6.0,9,1023,Matematica Discreta 1
64320,Evaluation,Course,Thu Jul 16 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,1,2020,5.0,13,1061,Calculo Div
64320,Evaluation,Course,Mon Jul 27 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,1,2020,3.0,9,1030,Geometria y Algebra Lineal 1
64320,Evaluation,Exam,Fri Aug 07 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1061,2,2020,5.0,13,1061,Calculo Div
64320,Evaluation,Exam,Mon Aug 17 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,2,2020,0.0,9,1030,Geometria y Algebra Lineal 1
64320,Evaluation,Course,Mon Nov 30 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1030,2,2020,4.0,9,1030,Geometria y Algebra Lineal 1
64320,Evaluation,Course,Tue Dec 22 00:00:00 UTC 2020,INGENIERIA EN COMPUTACION,1997,1151,2,2020,0.0,10,1151,Fisica 1
